interaction_id,turn_number,text,next_text
20260207/a5face38-15:58:36-0b82243b,17,What job roles are you looking for? You can tell any job you are looking for.,"Uh ma'am, factory."
20260207/a6011ef3-15:37:13-730f4fbf,13,What job roles are you looking for? You can tell any job you are looking for.,"Okay, leave it."
20260207/a6029f9e-16:39:45-dab0d424,17,"Okay, so you are open to anything. What job roles are you looking for? You can tell me any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","If you ask, I will become a driver, madam."
20260207/a6029f9e-16:39:45-dab0d424,19,"Okay, so you're looking for a driver position. Do you have any other job-related needs, like training courses, accommodation, or travel help?","Yes, we are looking for a driver's seat, we won't find it anywhere, that's why I am at home."
20260207/a608e79b-16:50:11-676993e0,13,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Anything work from home?
20260207/a6098108-15:48:30-2a1c4667,13,What job roles are you looking for? You can tell any job you are looking for,"Madam, I am computer-based, when will I search?"
20260207/a6098108-15:58:21-5f5c646e,13,What job roles are you looking for? You can tell any job you are looking for.,"I need a computer, madam."
20260207/a6098108-16:03:36-cd11cb6d,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Date entry.
20260207/a6098108-16:56:17-389dcade,17,What job roles are you looking for? You can tell any job you are looking for.,"Madam, the computer is speaking."
20260207/a6098108-16:56:17-389dcade,19,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Data entry.
20260207/a6670ca2-18:56:56-d777e0e9,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","At that time, at that time."
20260207/a6670ca2-18:56:56-d777e0e9,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Data entry operator.
20260207/a6701c90-16:26:32-5b7c0b97,11,What was the last title of your last job role?,Hello
20260207/a6701c90-16:26:32-5b7c0b97,13,What was the last title of your last job role?,"No madam, college."
20260207/a672b920-17:34:49-fb7359a0,13,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Software engineering.
20260207/a681a8b9-18:17:56-b5c72526,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","Engineering, engineering, electronic engineering."
20260207/a68c1c95-15:39:43-3833ce7e,13,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Is it the same sir? How is it?
20260207/a693b139-18:55:25-4e42dc37,15,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Data entry or sales?
20260207/a69b47c9-17:36:51-51899218,17,What job roles are you looking for? You can tell any job you are looking for.,Teaching.
20260207/a6b30a92-16:01:30-396b60db,15,"Okay, great. What was the last title of your last job role?",Where are you speaking from?
20260207/a6b30a92-16:01:30-396b60db,19,What was the last title of your last job role?,"I don't know what that is, oh my daughter has gone out."
20260207/a6b30a92-16:01:30-396b60db,21,No problem. Can you please tell me what was the last title of your last job role?,Hello
20260207/a6b5091b-17:05:15-69993743,13,What job roles are you looking for? You can tell any job you are looking for.,System work.
20260207/a6bb1573-16:12:40-0019ba65,13,What job roles are you looking for? You can tell any job you are looking for.,"We are studying CET, madam, still."
20260207/a6c06992-16:27:08-6f33f06e,21,"Okay, so you're looking for a government job role. Do you have any other job-related needs? Like training courses, accommodation, or travel help?",No.
20260207/a6cb56dd-16:56:49-ab4f32ab,11,What was the last title of your last job role?,I don't have it.
20260207/a6cb56dd-16:56:49-ab4f32ab,17,What job roles are you looking for? You can tell any job you are looking for.,I work in a computer company.
20260207/a6e50bbf-16:45:27-339e2ce0,15,What job roles are you looking for? You can tell any job you are looking for.,Banking.
20260207/a6e75273-16:08:30-eaefe47c,27,What job roles are you looking for? You can tell any job you are looking for.,"Yes, I will do it."
20260207/a6f0c6d2-17:45:32-e12c3bed,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/a6f87cd7-16:52:30-26736228,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Civil Engineer.
20260207/a70a1d7c-16:04:24-d0a57843,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/a70bdcfb-16:12:53-ad005be4,13,What job roles are you looking for? You can tell any job you are looking for.,Any
20260207/a710e0c3-16:31:04-1c82cecf,21,"Okay, so you have had a job before. What was the last title of your last job role?","Hello, what is this loan, madam? Ours, madam, ours, hello."
20260207/a71eaaea-16:48:01-79b8acad,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/a7257bfc-16:46:39-6a0a417e,13,What job roles are you looking for? You can tell any job you are looking for.,Short term job typing.
20260207/a72bbeca-16:46:42-4965e95e,17,What job roles are you looking for? You can tell any job you are looking for.,Meaning electrician electrician.
20260207/a72c3e74-15:41:32-96ba9e86,15,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Machine
20260207/a735a497-18:08:31-a0d63a38,15,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Electrical mechanic.
20260207/a75279b2-18:27:51-a2fdaa26,13,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Machine operator madam.
20260207/a77350ae-19:03:34-2bd5843f,15,What job roles are you looking for? You can tell any job you are looking for.,In IT based MNC companies.
20260207/a77f567c-15:52:53-c0cb45bb,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",The first one.
20260207/a77f567c-15:52:53-c0cb45bb,19,"Could you please specify which job role you mean by 'the first one'? For example, are you looking for a data entry operator, salesperson, electrician, or machine operator role?",Ah data data entry.
20260207/a786c21f-16:03:04-8a4dfe9f,17,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Data entry
20260207/a78a3c29-17:04:29-df6ee574,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Software engineer.
20260207/a7a2efe4-17:59:18-dfa910a2,19,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/a7af082d-16:22:32-9f79fc9b,13,What job roles are you looking for? You can tell any job you are looking for.,Government madam.
20260207/a7b5a4fb-15:53:19-01f35233,19,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.","System work staff is there, right madam, Excel?"
20260207/a7c784dd-17:43:42-94b30381,17,What was the last title of your last job role?,"Ah, tell me the question."
20260207/a7c784dd-17:43:42-94b30381,19,What was the last title of your last job role?,"Everything, storekeeper, supervisor."
20260207/a7c784dd-17:43:42-94b30381,23,What job roles are you looking for? You can tell any job you are looking for.,Okay madam.
20260207/a7ebedff-16:24:58-69ea3867,17,What job roles are you looking for? You can tell any job you are looking for.,Carpenter madam.
20260207/a7eeba49-16:48:06-5837c43d,17,What job roles are you looking for? You can tell any job you are looking for.,Electric station.
20260207/a7fe36f0-15:52:25-fa87d7f5,23,What job roles are you looking for? You can tell any job you are looking for.,"Hey, that"
20260207/a7fe36f0-15:52:25-fa87d7f5,25,What job roles are you looking for? You can tell any job you are looking for.,I will do it tomorrow.
20260207/a803efda-17:42:45-2ff6cda1,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","Manual processing developer, which one?"
20260207/a8091bbe-18:38:09-6d409a18,13,What was the last title of your last job role?,"What to do now, see, it's a mutual company."
20260207/a8091bbe-18:38:09-6d409a18,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",I don't have that much idea.
20260207/a80cc4bc-16:41:41-8eef9502,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Data enter up.
20260207/a811c280-16:42:59-1ee7c77f,17,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",How to kill AI?
20260207/a811c280-16:42:59-1ee7c77f,19,"I cannot help you with that. What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",AI
20260207/a811c280-16:42:59-1ee7c77f,21,"I cannot help you with that. What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Data entry.
20260207/a822943b-18:02:31-e1bd9d79,13,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Data entry is needed.
20260207/a84cb92f-16:29:27-30ac39de,13,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Data entry.
20260207/a858aeda-16:31:51-3f2584aa,23,What job roles are you looking for? You can tell any job you are looking for,College college company
20260207/a858aeda-16:31:51-3f2584aa,25,What job roles are you looking for? You can tell any job you are looking for,"It's okay, I will go to the parlor."
20260207/a867aa49-15:36:58-d477241d,21,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","Lorry work, lorry work madam."
20260207/a868a4ca-16:26:09-f74b75a3,15,What job roles are you looking for? You can tell any job you are looking for.,"Yes, I will do it, Madam. I will call you at that time."
20260207/a874f47d-18:54:43-8176e09d,15,What was the last title of your last job role?,I was a worker.
20260207/a874f47d-18:54:43-8176e09d,19,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",IT
20260207/a8dadc5e-15:48:31-88e1a336,19,"Okay, I understand you're focused on the Indian Army right now. What job roles are you looking for? You can tell me any job you are looking for.","We had an idea to do business, ma'am."
20260207/a8dadc5e-15:48:31-88e1a336,21,"I understand you're thinking about business. For the purpose of finding job opportunities, could you please tell me what job roles you are looking for? For example, data entry operator, salesperson, electrician, or machine operator.",Electrician.
20260207/a8dda6ea-16:43:40-062e66a1,13,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Management.
20260207/a8e85acc-18:05:15-9d81b095,15,What job roles are you looking for? You can tell any job you are looking for.,I am looking after you.
20260207/a90fc0cf-17:45:59-7aa89fc0,13,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",For example.
20260207/a9169c2e-15:50:42-42c9a92e,13,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","No madam, I am looking for an IT job."
20260207/a91b1e14-16:03:57-ba059aec,15,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",data entry operator.
20260207/a92000cf-16:36:32-fbcd5c61,13,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",It is not confirmed yet.
20260207/a92035ee-16:45:18-d3b319b9,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/a942d7f2-16:27:34-7da6dae6,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","It is the bank's responsibility, it is the bank's responsibility."
20260207/a9454eb4-16:49:32-d65076b7,13,What job roles are you looking for? You can tell any job you are looking for.,No.
20260207/a94d2f52-17:52:59-3c23b9bf,13,What job roles are you looking for? You can tell any job you are looking for.,"Anything is possible, ma'am. Now, either by current or anything is possible."
20260207/a94d4538-16:05:57-0d19ea14,13,What job roles are you looking for? You can tell any job you are looking for.,Banking application.
20260207/a9625f4b-15:54:51-945e6b47,19,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",I am a lab teacher.
20260207/a98d5ac3-16:11:55-d7f55d29,13,What job roles are you looking for? You can tell any job you are looking for.,I didn't bring the data.
20260207/a992950c-15:53:11-ccb67f96,13,Okay. What kind of job are you looking for?,"No, I didn't know where you were doing it from."
20260207/a992950c-15:53:11-ccb67f96,17,What kind of job are you looking for?,"Yes madam, after taking our information, I don't understand from where you will give us the job."
20260207/a9993ed3-16:19:35-61b987c9,17,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Yes ma'am.
20260207/a9993ed3-16:19:35-61b987c9,19,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/a9b00cce-16:20:35-5752bbe8,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/a9b37c00-17:02:31-631d3dec,13,What was the last title of your last job role?,"Hmm, it's good, sir."
20260207/a9b37c00-17:02:31-631d3dec,17,What job roles are you looking for? You can tell any job you are looking for,Hello.
20260207/a9b7be9b-15:55:18-f8c6fab1,17,"Okay, great. What kind of job are you looking for? Hey are you still on call?",Hello
20260207/a9b7be9b-15:55:18-f8c6fab1,19,"Okay, great. What kind of job are you looking for?","I am not looking for any work, tell me, I am doing it at home here."
20260207/a9c1402a-16:58:57-f350e192,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","Oh, I am an admin."
20260207/a9cfc892-17:40:33-40bb81df,13,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Data entry.
20260207/aa2575f0-16:47:00-dca63fa6,27,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Say it one more time.
20260207/aa2575f0-16:47:00-dca63fa6,29,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator. Hey are you still on call?",Hmm
20260207/aa2575f0-16:47:00-dca63fa6,31,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Data entry operator.
20260207/aa2575f0-17:41:37-beae0aad,15,What kind of job are you looking for? Hey are you still on call?,Yes
20260207/aa2575f0-17:41:37-beae0aad,17,What kind of job are you looking for? Hey are you still on call?,Yes yes yes.
20260207/aa2575f0-17:41:37-beae0aad,19,What kind of job are you looking for?,Officer
20260207/aa3146d8-18:16:47-daccc542,13,What job roles are you looking for? You can tell any job you are looking for.,"Ma'am, government related or private related?"
20260207/aa51bf65-15:55:45-25c2ff49,13,What job roles are you looking for? You can tell any job you are looking for.,"We are searching, we are searching, there is nothing to search for. We are just doing it right now, right? Why search?"
20260207/aa51bf65-15:55:45-25c2ff49,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",You can get an electrician.
20260207/aa5bcd22-18:15:34-963db08b,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","Government shop madam, government shop."
20260207/aa685fde-17:48:23-b8475202,15,What job roles are you looking for? You can tell any job you are looking for.,I
20260207/aa685fde-17:48:23-b8475202,17,What job roles are you looking for? You can tell any job you are looking for.,We might have a technical trainer and an industrial type.
20260207/aa811f92-16:56:43-26104570,13,What job roles are you looking for? You can tell any job you are looking for.,Computer work madam.
20260207/aaa24087-18:02:46-1581a84c,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Okay.
20260207/aaa24087-18:02:46-1581a84c,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Electrician.
20260207/aab4fb09-17:38:32-08698fd5,21,What job roles are you looking for? You can tell any job you are looking for.,We are in employer's job management.
20260207/aab4fb09-17:38:32-08698fd5,23,"I'm sorry, I didn't understand. Could you please tell me what job roles you are looking for? For example, data entry operator, salesperson, electrician, or machine operator.",Employer management.
20260207/aab4fb09-17:49:56-d2a431a2,17,What job roles are you looking for? You can tell any job you are looking for.,"That means this is the employer's case, the Hager board."
20260207/aabedd7a-17:48:51-486e9c42,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Data entry.
20260207/aabedd7a-18:09:16-21143db1,11,What was the last title of your last job role?,Data entry.
20260207/aabedd7a-18:09:16-21143db1,15,What job roles are you looking for? You can tell any job you are looking for.,Data entry.
20260207/aacc12ca-15:34:13-b1eb0f51,11,What job roles are you looking for? You can tell any job you are looking for.,"I have studied ITI, madam."
20260207/aacc12ca-15:34:13-b1eb0f51,13,"Okay, so what kind of job roles are you looking for? For example, data entry operator, salesperson, electrician, or machine operator.",Machine operating.
20260207/aacc12ca-15:37:52-56e7899b,15,What job roles are you looking for? You can tell any job you are looking for.,Mission operating.
20260207/aadb79e1-15:32:54-d4aff3f4,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","Machine work, whatever it is, in any company or anywhere, machine work is enough."
20260207/aae12556-15:45:34-df699f50,21,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","Part-time, part-time."
20260207/aae12556-15:45:34-df699f50,23,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Indian Army police.
20260207/aaf0a837-16:56:28-6e965d73,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","No, no."
20260207/aaf0a837-16:56:28-6e965d73,19,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Engineering.
20260207/aafeee2e-16:16:36-31aad999,15,What job roles are you looking for? You can tell any job you are looking for.,Sale is complete.
20260207/ab1cb38f-16:25:19-c623c19e,13,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/ab266932-18:16:01-8d2ae85f,13,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","Full time job, full time job."
20260207/ab2bd925-16:37:42-2e5fad87,13,What job roles are you looking for? You can tell any job you are looking for.,Anything.
20260207/ab419893-16:27:00-21f135fd,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",In the bank.
20260207/ab428f79-16:56:48-aa80f68b,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",IT IT company programming.
20260207/ab545437-16:24:28-3b4b17a8,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","Banking, yes."
20260207/ab5b5b85-17:44:17-0298d486,15,What job roles are you looking for? You can tell any job you are looking for,Teacher
20260207/ab6db325-16:53:56-9d1ddef2,19,What job roles are you looking for? You can tell any job you are looking for.,Which job are you looking for?
20260207/ab6db325-16:53:56-9d1ddef2,21,What job roles are you looking for? You can tell any job you are looking for.,I am staying.
20260207/ab6db325-16:53:56-9d1ddef2,23,What job roles are you looking for? You can tell any job you are looking for.,I will try.
20260207/ab6db325-16:53:56-9d1ddef2,25,What job roles are you looking for? You can tell any job you are looking for.,Okay sir.
20260207/ab74c43e-16:36:22-83e27f3a,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Machine operator madam.
20260207/ab813538-16:25:44-8cadbe3d,11,What kind of job are you looking for? Hey are you still on call?,Hello
20260207/ab8ad909-16:13:45-e022462b,19,"Okay, anything is fine. What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Machine operator is working.
20260207/ab9e5b06-16:36:18-8559455d,17,What job roles are you looking for? You can tell any job you are looking for.,I told software unit socket tester.
20260207/aba18f33-16:37:13-134bc19e,33,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",I am doing government jobs.
20260207/abdef1e9-16:01:55-f0bf794e,15,What job roles are you looking for? You can tell any job you are looking for Hey are you still on call?,Yes.
20260207/abdef1e9-16:01:55-f0bf794e,17,What job roles are you looking for? You can tell any job you are looking for,What kind of job do you have?
20260207/abf135cb-16:47:53-005cf66e,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Data entry.
20260207/abf5c8dd-16:35:55-23019510,13,What job roles are you looking for? You can tell any job you are looking for,Electronic
20260207/abffe2cd-16:14:10-1620be00,15,What job roles are you looking for? You can tell any job you are looking for,How would the son know?
20260207/ac061891-16:56:14-cd3d7546,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator. Hey are you still on call?",Data entry operator.
20260207/ac07b8d0-16:01:35-02b78ea1,13,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Machine operator or security.
20260207/ac3b078b-16:08:13-a1e099d5,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Data
20260207/ac3ec987-15:47:06-34b25094,17,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Government
20260207/ac4545d1-16:35:02-77a1f20d,19,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","Oh, none of that will come, madam. I can't do the work."
20260207/ac60b760-16:05:42-962946c1,33,What was the last title of your last job role?,"No madam, I have become a BSF."
20260207/ac60b760-16:05:42-962946c1,39,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","Not available now, madam. My Indian Army is a Havildar."
20260207/ac71ea67-16:21:51-d4c184ae,13,What was the last title of your last job role?,I am not saying that I am a mango seller.
20260207/ac790491-16:48:24-7d52d401,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Reddy sir.
20260207/ac9899bd-15:56:37-f422983a,37,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","The stone path is there, right? The stone path."
20260207/aca340b7-18:19:41-d7f295b0,15,What job roles are you looking for? You can tell any job you are looking for,Electrician.
20260207/acaf6ad2-16:17:49-dbfe12a4,15,What job roles are you looking for? You can tell any job you are looking for,Hmm
20260207/acaf6ad2-16:17:49-dbfe12a4,17,What job roles are you looking for? You can tell any job you are looking for,Yes.
20260207/acaf6ad2-16:17:49-dbfe12a4,19,What job roles are you looking for? You can tell any job you are looking for,Police
20260207/acb191e7-15:43:11-afa488a2,27,What job roles are you looking for? You can tell any job you are looking for.,"This is stuck, it's stuck with a stick, so I have to go and put it in, look. For half an hour, it's very much on top."
20260207/accab610-17:05:08-ff8e0bd5,15,What job roles are you looking for? You can tell any job you are looking for,"We are looking for a banking job, we are looking for a government job."
20260207/ace2c7a5-18:17:49-3c8d38b5,19,What job roles are you looking for? You can tell any job you are looking for.,Medical related.
20260207/acefb109-16:32:11-991989a9,17,What job roles are you looking for? You can tell any job you are looking for.,"Anything will do, madam."
20260207/acf88bf1-16:45:22-e790d768,13,What was the last title of your last job role? Hey are you still on call?,Yes.
20260207/acf88bf1-16:45:22-e790d768,15,What was the last title of your last job role?,I am a retired engineer.
20260207/ad091829-16:01:32-432945a9,13,What job roles are you looking for? You can tell any job you are looking for.,"We don't search for any job, sir. We have a job on our own land, we search for land. We search for a farmer, a farmer."
20260207/ad0921ec-19:19:50-834a74e7,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",I will do it.
20260207/ad0a91c1-17:51:00-767bb31b,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Data operating
20260207/ad2937b0-16:41:13-0ffd7565,17,What job roles are you looking for? You can tell any job you are looking for.,Online.
20260207/ad425189-16:31:00-24c1edd6,19,What job roles are you looking for? You can tell any job you are looking for.,I am a recent type police KAS.
20260207/ad49a474-18:26:03-d9792389,15,What job roles are you looking for? You can tell any job you are looking for,Teaching related.
20260207/ad6014c9-16:42:15-97fde49e,17,What job roles are you looking for? You can tell any job you are looking for.,Accountant.
20260207/ad668a99-16:29:18-5be51ddf,15,What job roles are you looking for? You can tell any job you are looking for,Which one?
20260207/ad757719-17:44:38-e6dae979,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","What, if I get the KEB from the office, it will be good."
20260207/ad758c7c-16:20:07-cadab031,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/ad77a221-16:17:56-1dd91c80,13,What job roles are you looking for? You can tell any job you are looking for.,Network engineering.
20260207/ad77a221-17:44:34-5a5997c7,19,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",I don't know anyone.
20260207/ad7f7d66-18:28:29-c1700666,17,What job roles are you looking for? You can tell any job you are looking for.,That means we are looking for a system worker.
20260207/ad803492-16:21:35-5ad9680f,15,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/ad8d29bf-16:12:00-20377286,13,What job roles are you looking for? You can tell any job you are looking for,Accountant.
20260207/ad8d4ae7-15:53:24-d9eb4973,13,"What job roles are you looking for? You can tell any job you are looking for, like data entry operator, salesperson, electrician, or machine operator.","Machine operator, electrician."
20260207/ad91f9a0-16:53:33-ecd99861,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Electrician.
20260207/ad963db0-16:40:09-1bbc0ef0,17,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",School teacher madam.
20260207/ad9c20c6-18:12:51-f7e897bf,13,What job roles are you looking for? You can tell any job you are looking for.,Company worker.
20260207/ad9c20c6-19:13:32-f8cb5503,13,What job roles are you looking for? You can tell any job you are looking for,"We are looking for a job with a starting payment of twenty thousand, twenty."
20260207/ada761c2-17:06:09-ef29f9a2,13,What was the last title of your last job role?,"That is LIC's, meaning agent."
20260207/ada761c2-17:06:09-ef29f9a2,19,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",This
20260207/ada761c2-17:06:09-ef29f9a2,21,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","It's a business line, they have said that a proxy should be done within it."
20260207/adb1f0c7-18:42:45-01fef112,19,What was the last title of your last job role?,Hmm hmm
20260207/adb1f0c7-18:42:45-01fef112,21,What was the last title of your last job role?,What all?
20260207/adb1f0c7-18:42:45-01fef112,23,What was the last title of your last job role?,Download?
20260207/adb1f0c7-18:42:45-01fef112,27,What job roles are you looking for? You can tell any job you are looking for.,"Hello, hey, I can't hear that."
20260207/adb7cacd-15:56:50-2b9bd1f2,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Machine machine operator.
20260207/adba3369-16:06:13-30f6a471,13,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.","I will do the driving now, I will come later."
20260207/adc2ef8b-16:25:12-d5d650de,15,What job roles are you looking for? You can tell any job you are looking for.,"There is a job developer role, right? How will you do it?"
20260207/adcf6bf5-17:22:53-6e3ab25b,13,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Electrician.
20260207/addc8b05-17:51:18-834aa6b2,13,What job roles are you looking for? You can tell any job you are looking for,Computer computer work job.
20260207/adde7f85-16:02:10-bc88c148,13,What was the last title of your last job role?,I don't know.
20260207/adde7f85-16:02:10-bc88c148,17,What job roles are you looking for? You can tell any job you are looking for.,Driving driving.
